cdn_cliente,num_aval1,num_aval2,dt_inscricao,l_cpf,estrutura,Bloqueado,log_ativo,mot_ativo,cdn_repres,dat_usuario,origem,cdn_grupo_cliente,tipo_produtor,safra_crm,dt_implant_ini,cliente_novo,dt_ult_movto,safra_ult_movto,situacao,cliente_foco,log-utiliza-portal,data-ativacao,data-inativacao,log_ativo_pa,log_cliente_pet,cod_rep_secundario,apl_classif_produtor,apl_dt_valid_classif,cod_transp,log_participante_bayer,log_cooperativa
91,0,0,1996-03-01,False,Pequeno,False,True,,28010,(null),D,4926,PRMAX,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2023,2024",1999-11-01,False,2022-01-11,2022/2022,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71265,False,False
92,0,0,1996-03-01,False,Pequeno,False,False,Demissionário,0,(null),D,0,,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
93,0,0,1996-03-01,False,Mini,False,True,,28010,(null),D,93,PRMED,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2024,2023,2024/2025,2025/2025,2025/2026",2000-01-04,False,2023-09-20,2023/2024,Ativo,False,True,2016-03-16,(null),True,False,0,1.0,9999-12-31,71266,False,False
94,0,0,1996-03-01,False,Pequeno,False,True,,28017,(null),D,94,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",2000-01-04,False,2023-09-27,2023/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71267,False,False
95,0,0,1996-03-01,False,Grande1,False,True,,28019,(null),D,95,PRMAX,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",2000-01-04,False,2023-10-17,2023/2024,Ativo,False,True,2016-03-07,(null),True,False,0,50.0,9999-12-31,71268,False,False
96,0,0,1996-03-01,False,Grande1,False,True,,28018,(null),D,96,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",2000-01-04,False,2023-09-25,2023/2024,Ativo,False,True,2015-12-11,(null),True,False,0,50.0,9999-12-31,71269,False,False
97,0,0,1996-03-01,False,Pequeno,False,True,,28006,(null),D,99,PRMAX,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2024,2023",2000-01-04,False,2019-06-12,2019/2019,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,2054,False,False
98,0,0,1996-03-01,False,Mini,True,False,DEMISSONÁRIO 20/03/2009.,28006,2009-03-23,D,0,,,2000-01-04,False,2003-04-03,2002/2003,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71270,False,False
99,0,0,1996-03-01,False,Grande1,False,True,,28006,(null),D,99,PRMAX,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2024,2023",2000-01-04,False,2023-10-16,2023/2024,Ativo,False,True,2016-12-23,(null),True,False,0,50.0,9999-12-31,71271,False,False
100,0,0,1996-03-01,False,Pequeno,False,True,,28010,(null),D,100,PRMED,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",2000-01-04,False,2024-01-03,2024/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71272,False,False
101,0,0,1996-03-01,False,Mini,True,False,EXCLUSÃO ART.14 - IV ESTATUTO,28000,2013-12-19,D,101,PRMED,",2013/2013",1999-11-01,False,2006-03-11,2005/2006,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
102,0,0,1996-03-01,False,Pequeno,False,False,Demissionário,0,(null),D,0,,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
103,0,0,1996-03-01,False,Mini,False,True,,28017,(null),D,103,PRMIN,"2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",2000-01-04,False,2023-09-11,2023/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71273,False,False
104,0,0,1996-03-01,False,Nenhum,True,False,EXCLUSÃO - INFRAÇÃO DO ART 14,28000,2014-09-16,D,104,PRMED,",2013/2013",1999-11-01,False,2002-07-18,2002/2002,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
105,0,0,1996-03-01,False,Médio,True,False,EXCLUSÃO FALECIMENTO 15/01/16,28000,2016-01-15,D,105,PRMED,",2013/2013",2000-01-04,False,2010-08-10,2010/2010,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71274,False,False
106,0,0,1996-03-01,False,Grande1,False,True,,28006,(null),D,99,PRMAX,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2024,2023",2000-01-04,False,2023-08-28,2023/2023,Ativo,False,True,2019-07-09,(null),True,False,0,1.0,9999-12-31,71275,False,False
107,0,0,1996-03-01,False,Médio,False,True,,28017,(null),D,107,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",1999-11-01,False,2023-09-26,2023/2024,Ativo,False,False,(null),(null),True,False,0,50.0,9999-12-31,71276,False,False
108,0,0,1996-03-01,False,Pequeno,False,True,,29002,(null),D,56,PRMAX,"2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",2000-01-04,False,2023-09-28,2023/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71277,False,False
109,0,0,1996-03-01,False,Grande1,False,True,,28018,(null),D,109,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",2000-01-04,False,2023-08-21,2023/2023,Ativo,False,True,2016-03-09,(null),True,False,0,1.0,9999-12-31,71278,False,False
110,0,0,1996-03-01,False,Pequeno,True,False,EXCLUSÃO FALECIMENTO 12/08/16,28000,2016-08-17,D,110,PRMED,",2013/2013",1999-11-01,False,2008-02-20,2007/2008,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71279,False,False
111,0,0,1996-03-01,False,Mini,False,True,,28010,(null),D,111,PRMED,"2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2024,2023,2024/2025,2025/2025,2025/2026",2000-01-04,False,2023-09-25,2023/2024,Ativo,False,True,2017-05-03,(null),True,False,0,1.0,9999-12-31,76573,False,False
112,0,0,1996-03-01,False,Pequeno,False,False,Demissionário,0,(null),D,0,,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
113,0,0,1996-03-01,False,Pequeno,True,False,EXCLUSAO EM 12/06/17,28010,2018-02-05,D,113,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2017/2017,2017/2018",2000-01-04,False,2017-02-23,2017/2017,Ativo,False,True,2016-02-22,(null),False,False,0,0.0,(null),71280,False,False
114,0,0,1996-03-01,False,Pequeno,False,True,,28017,(null),D,114,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",2000-01-04,False,2023-09-28,2023/2024,Ativo,False,True,2023-02-20,(null),True,False,0,1.0,9999-12-31,71281,False,False
115,0,0,1996-03-01,False,Pequeno,True,False,DEMISSÃO - 28/03/2005,28007,2005-03-11,D,0,,,2000-01-04,False,2002-03-04,2001/2002,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
116,0,0,1996-03-01,False,Pequeno,True,False,EXCLUSAO 19/03/18 ART. 14,28000,2018-03-19,D,116,PRMED,",2013/2013,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019",1999-11-01,False,2008-02-20,2007/2008,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71282,False,False
117,0,0,1996-03-01,False,Pequeno,True,False,EXCLUSÃO 13/06/2022,28000,2022-08-11,D,117,PRMED,",2013/2013,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2016/2016,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023",2000-01-04,False,2006-08-15,2006/2006,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
118,0,0,1996-03-01,False,Pequeno,False,True,,28010,(null),D,118,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",1999-11-01,False,2023-09-21,2023/2024,Ativo,False,True,2016-09-29,(null),True,False,0,50.0,9999-12-31,81314,False,False
1168,0,0,1996-08-26,False,Grande,True,False,EXCLUIDO S/MOVIMENTO 26/12/07.,9023,(null),D,0,,,2000-01-04,False,2003-04-14,2002/2003,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
119,0,0,1996-03-01,False,Mini,True,False,EXCLUSAO 17/10/2023,29001,2023-11-08,D,119,PRMED,"2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2013/2013,2016/2016,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-05-12,2023/2023,Ativo,False,True,2021-10-09,(null),False,False,0,1.0,9999-12-31,71283,False,False
120,0,0,1996-03-01,False,Pequeno,False,False,FALEC. 23/11/06 - BX 12/07/07.,28008,(null),D,0,,,2000-01-04,False,2007-03-07,2006/2007,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
121,0,0,1996-03-01,False,Pequeno,False,True,,28000,(null),D,121,PRMED,",2013/2013,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2016/2016,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",1999-11-01,False,2014-05-15,2014/2014,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,22895,False,False
122,0,0,1996-03-01,False,Pequeno,True,False,falecimento,0,(null),D,0,,,2000-01-04,False,2002-04-15,2001/2002,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
123,0,0,1996-03-01,False,Mini,False,False,MUDOU DE ATIVIDADE,0,(null),D,0,,,2000-01-04,False,2002-03-18,2001/2002,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
124,0,0,1996-03-01,False,Mini,False,True,,28000,(null),D,51125,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023",1999-11-01,False,2020-04-15,2020/2020,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,49770,False,False
125,0,0,1996-03-01,False,Grande2,False,True,,28020,(null),D,125,PRMED,"2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",2000-01-04,False,2023-11-03,2023/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71284,False,False
126,0,0,1996-03-01,False,Médio,True,False,EXCLUSÃO - 28/01/2008 FALECIDO,28006,2008-01-29,D,0,,,2000-01-04,False,2007-08-24,2007/2007,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
127,0,0,1996-03-01,False,Pequeno,False,True,,28006,(null),D,99,PRMAX,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2024,2023",1999-11-01,False,2019-06-23,2019/2019,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71285,False,False
128,0,0,1996-03-01,False,Mini,True,False,DEMISSÃO 14/05/13 DEIXOU ATIVI,28000,2014-04-01,D,128,PRMED,",2013/2013",1999-11-01,False,2013-04-04,2012/2013,Inativo,False,False,(null),(null),False,False,0,0.0,(null),16153,False,False
129,0,0,1996-03-01,False,Pequeno,False,True,,28000,(null),D,129,PRMED,",2013/2013,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2016/2016,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2023/2023,2024,2023,2024/2024,2024/2025,2025/2025,2023/2024,2025/2026",2000-01-04,False,2009-03-02,2008/2009,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71286,False,False
130,0,0,1996-03-01,False,PEQUENO,False,True,,31045,(null),A,130,PRMED,"2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",2000-01-04,False,2014-01-27,2014/2014,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71287,False,False
131,0,0,1996-03-01,False,MINI,False,True,,31000,(null),D,131,PRMED,"2009/2010,2010/2010,2012/2013,2012/2012,2011/2012,2014/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-29,2023/2024,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71288,False,False
132,0,0,1996-03-01,False,Médio,False,True,,49012,(null),D,132,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",2000-01-04,False,2023-09-27,2023/2023,Ativo,False,True,2015-12-29,(null),True,False,0,50.0,9999-12-31,1267,False,False
133,0,0,1996-03-01,False,Grande,True,False,EXCLUSÃO EM 22/09/03,31014,(null),D,0,,"2011/2012,2012/2012,2011/2011,2012/2013,2010/2011,2010/2010,2009/2010,2013/2013,2013/2014",2000-01-04,False,2001-03-26,2000/2001,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
134,0,0,1996-03-01,True,MINI,False,True,,31100,(null),D,134,PRMED,"2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2012/2013,2012/2012,2014/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
135,0,0,1996-03-01,False,Grande,True,False,Falecido  em 30/04/05,31006,2006-07-06,D,0,,"2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2012/2013,2012/2012",2000-01-04,False,2006-04-06,2005/2006,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
136,0,0,1996-03-01,False,MINI,False,True,,31100,(null),D,136,PRMED,"2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2012/2013,2012/2012,2014/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",2000-01-04,False,2014-03-26,2013/2014,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71289,False,False
137,0,0,1996-03-01,False,Grande2,False,True,,31036,(null),D,137,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-21,2023/2024,Ativo,False,True,2020-10-20,(null),True,False,0,50.0,9999-12-31,71290,False,False
138,0,0,1996-03-01,False,GRANDE2,False,True,,31032,(null),D,138,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",2000-01-04,False,2023-09-27,2023/2024,Ativo,False,True,2015-11-25,(null),True,False,0,999.0,9999-12-31,71291,False,False
139,0,0,1996-03-01,False,Grande,True,False,DEMISSÃO 16/06/06.,31013,2006-07-07,D,0,,"2009/2009,2009/2010,2010/2010,2010/2011,2011/2011,2011/2012,2012/2012,2012/2013,2013/2013,2013/2014",1999-11-01,False,2006-04-15,2005/2006,Inativo,False,False,(null),(null),False,False,0,0.0,(null),36340,False,False
140,0,0,1996-03-01,False,MINI,False,True,,31000,(null),D,140,PRMED,"2009/2010,2010/2010,2012/2013,2012/2012,2011/2012,2014/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
141,0,0,1996-03-01,False,Mini,False,True,,31045,(null),D,5225,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",2000-01-04,False,2023-09-12,2023/2024,Ativo,False,True,2021-05-20,(null),False,False,0,1.0,9999-12-31,76574,False,False
142,0,0,1996-03-01,False,Médio,False,True,,23018,(null),D,149,PRMED,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",2000-01-04,False,2023-03-22,2022/2023,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,76575,False,False
143,0,0,1996-03-01,False,Médio,True,False,EXCLUSÃO 22/06/04 - FALECIDO,31006,2004-06-14,D,0,,"2009/2009,2009/2010,2010/2010,2010/2011,2011/2011,2011/2012,2012/2012,2012/2013,2013/2013,2013/2014",2000-01-04,False,2000-11-08,2000/2000,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
